20
15	6	37	
15	7	3	
15	8	50	
15	9	30	
15	10	1	
15	11	19	
15	12	22	
15	13	24	
15	14	32	
15	15	0	
15	16	32	
15	17	31	
15	18	34	
15	19	45	
15	20	11	
16	1	14	
16	2	50	
16	3	32	
16	4	50	
16	5	47	
16	6	10	
16	7	24	
16	8	14	
16	9	19	
16	10	41	
16	11	46	
16	12	27	
16	13	17	
16	14	35	
16	15	41	
16	16	0	
16	17	41	
16	18	35	
16	19	27	
16	20	43	
17	1	37	
17	2	8	
17	3	46	
17	4	7	
17	5	30	
17	6	19	
17	7	38	
17	8	13	
17	9	49	
17	10	23	
17	11	10	
17	12	10	
17	13	37	
17	14	11	
17	15	43	
17	16	38	
17	17	0	
17	18	7	
17	19	2	
17	20	14	
18	1	23	
18	2	22	
18	3	6	
18	4	20	
18	5	50	
18	6	22	
18	7	5	
18	8	40	
18	9	12	
18	10	41	
18	11	18	
18	12	6	
18	13	29	
18	14	28	
18	15	1	
18	16	35	
18	17	9	
18	18	0	
18	19	21	
18	20	25	
19	1	23	
19	2	20	
19	3	47	
19	4	32	
19	5	31	
19	6	35	
19	7	43	
19	8	23	
19	9	23	
19	10	1	
19	11	26	
19	12	36	
19	13	23	
19	14	50	
19	15	41	
19	16	43	
19	17	49	
19	18	14	
19	19	0	
19	20	49	
20	1	41	
20	2	25	
20	3	41	
20	4	10	
20	5	32	
20	6	20	
20	7	37	
20	8	33	
20	9	6	
20	10	45	
20	11	5	
20	12	30	
20	13	20	
20	14	24	
20	15	27	
20	16	1	
20	17	6	
20	18	11	
20	19	43	
20	20	0	
